id,name,type,lat,lon,speciality,street,locality,city,state,district,postcode,phone,website,opening_hours,amenity,healthcare,address_full
,Hirvani Nursing Home,clinic,23.7836243,72.6344722,,,,,Gujarat,Mahesana,384355.0,,,,,,
,Dr. Devendra Patel Nursing Home,clinic,23.0377477,72.5625488,,,,,Gujarat,Ahmedabad,380009.0,,,,,,
,Aashray Uro-Andrology Clinic,clinic,22.3090567,73.1760317,,,,,Gujarat,Vadodara,390007.0,,,,,,
,"CHC, Gadat",clinic,20.9719903,73.358957,,,,,Gujarat,Surat,394633.0,,,,,,
,Shubham Skin and Cosmetic Laser Clinic,clinic,23.6067381,72.3830527,,,,,Gujarat,Mahesana,384002.0,,,,,,
,Jiruwala Eye Clinic and Phaco Centre,clinic,22.2990896,73.2210372,,,,,Gujarat,Vadodara,390019.0,,,,,,
,Dr. P.T.Patel,doctors,23.8126691,72.3825833,,,,,Gujarat,Mahesana,384170.0,,,,,,
,Cure Sight Laser Centre,doctors,23.0201772,72.557914,ophthalmology,,,,Gujarat,Ahmedabad,380006.0,,,,,,
,Bhanushali Nursing Home,clinic,23.2395531,69.6743354,,,,,Gujarat,Kachchh,370001.0,,,,,,
,Omkar Medical Nursing Home,clinic,23.0689828,70.1364727,,,,,Gujarat,Kachchh,370201.0,,,,,,
,Purnima Clinic,clinic,21.1655484,72.8137752,,,,,Gujarat,Surat,395001.0,,,,,,
,Dr Yashvant Chhatbar,doctors,23.1111304,72.571964,,,,,Gujarat,Ahmedabad,380007.0,,,,,,
,"Jeevandeep Nursing Home, Kheda",clinic,23.0214954,73.0672373,,,,,Gujarat,Kheda,387620.0,,,,,,
,Divya Orthopaedic Clinic,clinic,22.4741616,70.0617068,,,,,Gujarat,Jamnagar,361001.0,,,,,,
,Dr. Suresh Balani,doctors,23.0652293,72.6425953,,,,,Gujarat,Ahmedabad,382345.0,,,,,,
,"Sai Nursing Home, Dang",clinic,20.6942515,73.5703741,,,,,Gujarat,Dang,394710.0,,,,,,
,"CHC, Nandasan",clinic,23.3800292,72.4062914,,,,,Gujarat,Mahesana,382705.0,,,,,,
,"Harshil Medical Nursing Home, Isanpur",clinic,22.9813563,72.5988619,,,,,Gujarat,Ahmedabad,382443.0,,,,,,
,CGHS Dispensary No.2,clinic,22.9998947,72.5906262,,,,,Gujarat,Ahmedabad,,,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,,,,
,Hi-Tech Eye Surgery Clinic,clinic,22.3094879,73.1696185,,,,,Gujarat,Vadodara,390007.0,,,,,,
,Shushrusha Clinic,clinic,22.2983402,73.2032789,,,,,Gujarat,Vadodara,390001.0,,,,,,
,Modi Clinic,clinic,22.3338026,73.1807712,,,,,Gujarat,Vadodara,390002.0,,,,,,
,Jivanyog Nursing Home,clinic,23.699963,72.5499719,,,,,Gujarat,Mahesana,384315.0,,,,,,
,Dr Pratap Desai Eye Clinic,clinic,23.045286,72.5617717,,,,,Gujarat,Ahmedabad,380014.0,,,,,,
,Mahadev Eye Care,clinic,23.065196,72.6426128,,,,,Gujarat,Ahmedabad,382330.0,,,,,,
,Darsh Orthodontic Clinic,clinic,22.3219876,73.1971041,,,,,Gujarat,Vadodara,390023.0,,,,,,
,Ashadeep Polyclinic and Nursing Home,clinic,22.9291372,72.6619636,,,,,Gujarat,Ahmedabad,380001.0,,,,,,
,Dr Jyotin S Shah Nursing Home,clinic,22.7261268,71.6351905,,,,,Gujarat,Surendranagar,363001.0,,,,,,
,Geeta Maternity and Polyclinic Nursing Home,clinic,22.9817137,72.5982222,,,,,Gujarat,Ahmedabad,382443.0,,,,,,
,Maa Maternity and Nursing Home,clinic,23.2407571,72.4936362,,,,,Gujarat,Gandhinagar,382721.0,,,,,,
,Tanmay Arthroscopy and Sports Medicine Centre,clinic,21.2127186,72.792972,,,,,Gujarat,Surat,395009.0,,,,,,
,Jigisha Nursing Home,clinic,23.0657698,72.5669832,,,,,Gujarat,Ahmedabad,380013.0,,,,,,
,San - Dip Nursing Home,clinic,22.3342182,73.1790479,,,,,Gujarat,Vadodara,390002.0,,,,,,
,Sharada Medical Nursing Home and Eye Care Pvt. Ltd.,clinic,23.2152027,72.6408583,,,,,Gujarat,Gandhinagar,382007.0,,,,,,
,Gaurang Nursing Home,clinic,20.7576338,73.6867357,,,,,Gujarat,Dang,394710.0,,,,,,
,"Priya Nursing Home, Anand",clinic,22.5567943,72.9578139,,,,,Gujarat,Anand,388001.0,,,,,,
,"Shree Maternity and Nursing Home, Ahmedabad",clinic,23.0163409,72.5298487,,,,,Gujarat,Ahmedabad,380015.0,,,,,,
,Smita Surgical Clinic,clinic,22.3439483,73.1759566,,,,,Gujarat,Vadodara,390024.0,,,,,,
,Dr. Ashish B. Dave,doctors,22.9973331,72.6092997,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Parth Orthopaedic Hospital,clinic,24.1707456,72.4277262,,,,,Gujarat,Banas kantha,385001.0,,,,,,
,"Dr M C Jain, Jain Eye Associates",doctors,22.309236,73.1738524,,,,,Gujarat,Vadodara,390007.0,,,,,,
,Shroff Nursing Home,clinic,21.7008773,72.9877326,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Krishna Critical Child Care Pvt Ltd,clinic,22.3095028,73.1763542,,,,,Gujarat,Vadodara,390020.0,,,,,,
,"Community Health Centre, Viramgam",clinic,23.129326,72.0437264,,,,,Gujarat,Ahmedabad,,,http://www.rsby.gov.in/Districtwise.aspx,,,,
,Krishna Maternity Nursing Home,clinic,23.0286529,72.4780579,,,,,Gujarat,Ahmedabad,380058.0,,http://www.rsby.gov.in/Districtwise.aspx,,,,
,"Netr-The Eye Care Clinic, Ahmedabad",clinic,23.0280247,72.5263859,,,,,Gujarat,Ahmedabad,380008.0,,,,,,
,Desai Hospital,clinic,24.1738827,72.4331751,,,,,Gujarat,Banas kantha,385001.0,,,,,,
,Ashutosh Clinic,clinic,22.305721,73.2041252,,,,,Gujarat,Vadodara,390001.0,,,,,,
,Kotadiya Maternity and Nursing Home,clinic,22.0334954,71.2023698,,,,,Gujarat,Rajkot,360050.0,,,,,,
,Noble Nursing Home,clinic,22.3379533,73.1781956,,,,,Gujarat,Vadodara,390002.0,,,,,,
,Ohm Clinic,clinic,22.3618122,73.167511,,,,,Gujarat,Vadodara,391740.0,,,,,,
,Jain Children and Surgical Hospital,clinic,24.1713794,72.4356092,,,,,Gujarat,Banas kantha,385001.0,,,,,,
,"CHC, Kalol",clinic,22.6058213,73.4554991,,,,,Gujarat,Panchmahal,389330.0,,,,,,
,Santvan Psychiatric Nursing Home,clinic,22.6861411,72.8662164,,,,,Gujarat,Kheda,387001.0,,,,,,
,Rangshree Clinic,clinic,23.0429384,72.5579488,,,,,Gujarat,Ahmedabad,380009.0,,,,,,
,Shreeji Maternity and Surgical Nursing Home,clinic,23.0132205,72.5186283,,,,,Gujarat,Ahmedabad,380015.0,,,,,,
,Navkaar Hospital,clinic,23.0166114,72.4695579,,,,,,,,,,,,,
,Balol PHC,clinic,23.5189437,72.2474778,,,,,Gujarat,MAHESANA,384410.0,,,,,,
,Chokshi Maternity Nursing Home and Sonography Clinic,clinic,23.067744,72.5442159,,,,,Gujarat,Ahmedabad,380015.0,,,,,,
,Radhika Hospital and Polyclinic,clinic,21.1694228,72.7883506,,,,,Gujarat,Surat,395007.0,,,,,,
,"Vivek Nursing Home, Navsari",clinic,20.766985,72.9717788,,,,,Gujarat,Navsari,396321.0,,,,,,
,Aum Advanced Orthopaedic Clinic,clinic,22.3082658,73.1752284,,,,,Gujarat,Vadodara,390007.0,,,,,,
,Nirghosh Ent Clinic Or Chhaya Ent Hospital,clinic,22.4653441,70.0609691,,,,,Gujarat,Jamnagar,361005.0,,,,,,
,Pramukhswami Nursing Home,clinic,23.0664719,70.1347889,,,,,Gujarat,Kachchh,370201.0,,,,,,
,Rudra Eye Clinic,clinic,21.1897487,72.7964951,,,,,Gujarat,Surat,395009.0,,,,,,
,Referal Hospital Dakor,clinic,22.7507128,73.1536648,,,,,Gujarat,KHEDA,388225.0,,,,,,
,Family Care Nursing Home,clinic,22.9834589,72.601811,,,,,Gujarat,Ahmedabad,380050.0,,,,,,
,Mahavir Clinic & Nursing Home,clinic,23.1059184,72.5696943,general;blood_check,,,,Gujarat,Anand,380019.0,,,,,,
,"CHC, Kheda(Sub District Hospital)",clinic,22.7477252,72.6876907,,,,,Gujarat,Kheda,387411.0,,,,,,
,Neel Medical Nursing Home,clinic,22.3341615,73.156316,,,,,Gujarat,Vadodara,390016.0,,,,,,
,Padma Clinic,clinic,20.6090033,72.9265135,,,,,Gujarat,Valsad,396001.0,,,,,,
,"CHC, Viramgam",clinic,23.1278572,72.0466849,,,,,Gujarat,Ahmedabad,382150.0,,,,,,
,Ruchi Heart and Medical Hospital,clinic,24.1706286,72.4318069,,,,,Gujarat,Banas kantha,385001.0,,,,,,
,Suneeti Clinic,clinic,20.2767171,72.8872031,,,,,Gujarat,Valsad,396105.0,,,,,,
,Dr. Anita Anand,doctors,20.3514342,72.9310626,,,,,Gujarat,Valsad,396195.0,,,,,,
,Shreeji Clinic,clinic,20.5390218,73.1678065,,,,,Gujarat,Valsad,396050.0,,,,,,
,Swastic Seva Health Care,clinic,20.164972,72.767696,,,,,Gujarat,Valsad,396171.0,,,,,,
,Dr. Amratbhai Patel Clinic,clinic,20.665767,73.227442,,,,,Gujarat,Navsari,396060.0,,,,,,
,Sai Vinayak Clinic,clinic,20.1733674,72.7670403,,,,,Gujarat,Valsad,396171.0,,,,,,
,Shivam Clinic,clinic,20.537665,73.176372,,,,,Gujarat,Valsad,396050.0,,,,,,
,Dr. Mohanbhai Patel Clinic,doctors,20.632616,73.095038,,,,,Gujarat,Navsari,396040.0,,,,,,
,Jay Children Care,clinic,20.172919,72.766813,,,,,Gujarat,Valsad,396171.0,,,,,,
,Krishna Clinic,clinic,20.2793868,72.8788022,,,,,Gujarat,Valsad,396155.0,,,,,,
,Dr. Ashokbhai Joshi,doctors,20.712851,73.009226,,,,,Gujarat,Valsad,396375.0,,,,,,
,Akshar Physiotherapy Clinic,clinic,20.3499431,72.930173,,,,,Gujarat,Valsad,396191.0,,,,,,
,Maa Aashirvad Clinic,clinic,20.570727,73.114836,,,,,Gujarat,Valsad,396055.0,,,,,,
,Hansa Physiotherapy Clinic,clinic,20.1563329,72.7852996,,,,,Gujarat,Valsad,396165.0,,,,,,
,Om Sai Clinic,clinic,20.4863385,72.872245,,,,,Gujarat,Valsad,396180.0,,,,,,
,Dr. K. C. Patel Radiologist,doctors,20.614138,72.924906,,,,,Gujarat,Valsad,396001.0,,,,,,
,Dr. Irani's Smile n Shine Dental Skin Hair Care Centre,clinic,20.460838,72.9182544,,,,,Gujarat,Valsad,396180.0,,,,,,
,Matruchhaya Physiotherapy Clinic,clinic,20.626909,73.098578,,,,,Gujarat,Navsari,396040.0,,,,,,
,Om Clinic,clinic,20.584605,73.229509,,,,,Gujarat,Valsad,396051.0,,,,,,
,Dr. Dhara's Clinic,doctors,20.462386,72.918088,,,,,Gujarat,Valsad,396180.0,,,,,,
,Sushrut Anorectal Clinic,clinic,20.515216,72.9422401,,,,,Gujarat,Valsad,396125.0,,,,,,
,Sulabh Clinic,clinic,20.360005,73.038583,,,,,Gujarat,Valsad,396191.0,,,,,,
,Om Clinic,clinic,20.7284147,73.327302,,,,,Gujarat,Navsari,396580.0,,,,,,
,Om Clinic,clinic,20.3500379,72.9306075,,,,,Gujarat,Valsad,396195.0,,,,,,
,Dr. Anand Save,doctors,20.156498,72.788923,,,,,Gujarat,Valsad,396165.0,,,,,,
,Om Dental Clinic,clinic,20.194483,72.8139,,,,,Gujarat,Valsad,396150.0,,,,,,
,Maa Gayatrikrupa Clinic,clinic,20.1943624,72.8197226,,,,,Gujarat,Valsad,396150.0,,,,,,
,Ashish Clinic,clinic,20.425328,73.002729,,,,,Gujarat,Valsad,396145.0,,,,,,
,Kamla Clinic,clinic,20.174647,72.767338,,,,,Gujarat,Valsad,396171.0,,,,,,
,Lifecare Physiotherapy Clinic,clinic,20.642508,72.929472,,,,,Gujarat,Valsad,396030.0,,,,,,
,"HWC, Gundlav",clinic,20.625512,72.970373,,,,,Gujarat,Valsad,396045.0,,,,,,
,Ayurvedic Clinic,clinic,20.3504143,72.9320036,,,,,Gujarat,Valsad,396195.0,,,,,,
,Dr. Churi Nursing Home,clinic,20.159316,72.785556,,,,,Gujarat,Valsad,396171.0,,,,,,
,Shivam Child Care,clinic,20.374802,72.915944,,,,,Gujarat,Valsad,396191.0,,,,,,
,Madhavam Clinic,clinic,20.6194365,72.9287367,,,,,Gujarat,Valsad,396001.0,,,,,,
,Every's Clinic,clinic,20.17696,72.762013,,,,,Gujarat,Valsad,396170.0,,,,,,
,Khyati Clinic,clinic,20.458025,73.078131,,,,,Gujarat,Valsad,396125.0,,,,,,
,Roy Nursing Home & ICCU,clinic,20.6148649,72.9248222,,,,,Gujarat,Valsad,396001.0,,,,,,
,Sai Clinic,clinic,20.175881,72.766134,,,,,Gujarat,Valsad,396170.0,,,,,,
,Shraddha Clinic,clinic,20.2918347,72.8636366,,,,,Gujarat,Valsad,396105.0,,,,,,
,Maryada Clinic,clinic,20.5353923,73.1758842,,,,,Gujarat,Valsad,396050.0,,,,,,
,Narayan Clinic,clinic,20.811074,72.839149,,,,,Gujarat,Navsari,396412.0,,,,,,
,Dr. Patel's Clinic,clinic,20.764832,72.979126,,,,,Gujarat,Navsari,396321.0,,,,,,
,Dr. Piyush Vaidya - Aayurvedic Clinic,doctors,20.838832,72.973312,,,,,Gujarat,Navsari,396370.0,,,,,,
,Cutis Skin & Cosmetic Clinic,clinic,20.9497117,72.9151069,,,,,Gujarat,Navsari,396445.0,,,,,,
,Dr. Bipin Lad Clinic,doctors,20.766203,72.981562,,,,,Gujarat,Navsari,396321.0,,,,,,
,Sai Clinic,clinic,20.9481754,72.9125313,,,,,Gujarat,Navsari,396445.0,,,,,,
,Rudra Homoeopathic Clinic,clinic,20.952232,72.935851,,,,,Gujarat,Navsari,396445.0,,,,,,
,Dr. Lomesh Shah's Clinic,doctors,20.951032,72.929988,,,,,Gujarat,Navsari,396445.0,,,,,,
,Pooja Clinic,clinic,20.8094203,73.1569185,,,,,Gujarat,Navsari,396560.0,,,,,,
,Dr. Ashok Gandhi Fertility Clinic,clinic,20.7676777,72.9665714,,,,,Gujarat,Navsari,396321.0,,,,,,
,Bodvank Orthopedic Desi Upchar,clinic,20.871136,73.154264,,,,,Gujarat,Navsari,396560.0,,,,,,
,Dr. ND Chaudhri,doctors,20.941234,72.919585,,,,,Gujarat,Navsari,396445.0,,,,,,
,Aarogyam Ayurvedic Panchkarma Center,clinic,20.958665,73.058776,,,,,Gujarat,Navsari,396469.0,,,,,,
,Rukhmani Clinic,clinic,20.7697016,73.4991002,,,,,Gujarat,Dang,394730.0,,,,,,
,Dr. Divyesh Kapadia - Homoeopathic Consultant,doctors,20.9525828,72.9338972,,,,,Gujarat,Navsari,396445.0,,,,,,
,Dr. Akhtar Malik Sarmin Clinic,doctors,20.94859,72.933199,,,,,Gujarat,Navsari,396445.0,,,,,,
,Dr. H. H. Bhatt,doctors,20.813724,72.962063,,,,,Gujarat,Navsari,396310.0,,,,,,
,Dr. Mala Saxena Clinic,doctors,20.935313,72.914529,,,,,Gujarat,Navsari,396445.0,,,,,,
,Gaurav Clinic,clinic,20.810915,72.996836,,,,,Gujarat,Navsari,396360.0,,,,,,
,Vimarsh Psychiatry Clinic,clinic,20.949674,72.932369,,,,,Gujarat,Navsari,396445.0,,,,,,
,Sukun Clinic,clinic,20.9479548,72.93303,,,,,Gujarat,Navsari,396445.0,,,,,,
,Honey Health Care,clinic,20.817458,73.156055,,,,,Gujarat,Navsari,396560.0,,,,,,
,Gaytri Krupa Physiotherapy Clinic,clinic,20.769803,73.359053,,,,,Gujarat,Navsari,396580.0,,,,,,
,Trivedi Health and Hair Care Centre,clinic,20.8120628,72.9983481,,,,,Gujarat,Navsari,396360.0,,,,,,
,Dr. Anilkumar D. Pandey's Clinic,doctors,20.768972,72.998252,,,,,Gujarat,Navsari,396325.0,,,,,,
,H K Physiotherapy Clinic,clinic,20.7632759,73.0175581,,,,,Gujarat,Navsari,396325.0,,,,,,
,Purohit Clinic,clinic,20.777967,72.976931,,,,,Gujarat,Navsari,396360.0,,,,,,
,Naishadh Patel - Twacha Skin Care Clinic,clinic,20.760856,73.061521,,,,,Gujarat,Navsari,396521.0,,,,,,
,Sankalp Clinic,clinic,20.9397608,72.9287928,,,,,Gujarat,Navsari,396445.0,,,,,,
,Diabetes Homeopathy Clinic,clinic,21.70398,73.001791,,,,,Gujarat,Bharuch,393010.0,,,,,,
,Dr. Vyas' Heart Clinic,clinic,21.7055409,72.995555,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Azad Homoeopathic Clinic & Research,clinic,21.8052505,72.9306961,,,,,Gujarat,Bharuch,392020.0,,,,,,
,Pipalia Health Care Centre,clinic,21.8006223,72.7535617,,,,,Gujarat,Bharuch,392165.0,,,,,,
,Sai Healthcare,clinic,21.7147226,73.0180046,,,,,Gujarat,Bharuch,392012.0,,,,,,
,Maa Clinic & Child Care,clinic,21.7157181,72.5897247,,,,,Gujarat,Bharuch,392130.0,,,,,,
,Dr. Minhaz Patel's Clinic and Diabetes Care Centre,clinic,21.7007728,72.9636236,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Dr. Nanavati Orthopaedic Surgeon,doctors,21.7042999,72.9953806,,,,,Gujarat,Bharuch,392002.0,,,,,,
,Sai Clinic & Occupational Health Centre,clinic,21.716021,72.655608,,,,,Gujarat,Bharuch,392130.0,,,,,,
,"Narayan Clinic, Bharuch",clinic,21.721034,73.01462,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Jalaram Health Care,clinic,21.718315,72.995651,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Jivandeep Clinic,clinic,21.7110806,72.6535265,,,,,Gujarat,Bharuch,392130.0,,,,,,
,Sia Clinic,clinic,21.715404,73.017814,,,,,Gujarat,Bharuch,392011.0,,,,,,
,Dr. Mayur B Shah,doctors,22.0534088,72.7997068,,,,,Gujarat,Bharuch,392150.0,,,,,,
,Dr. Ronakh Shah,doctors,21.717174,73.027087,,,,,Gujarat,Bharuch,392011.0,,,,,,
,Narayan Spine & Joint Clinic,clinic,21.7248079,73.0382071,,,,,Gujarat,Bharuch,392011.0,,,,,,
,Amax Medical Centre Clinic,clinic,21.714769,73.018067,,,,,Gujarat,Bharuch,392012.0,,,,,,
,Dr. Dilipbhai Jantran,doctors,22.0959419,72.6445862,,,,,Gujarat,Bharuch,392155.0,,,,,,
,Holistic Care Physiotherapy & Child Development Centre,clinic,21.719743,73.029896,,,,,Gujarat,Bharuch,392011.0,,,,,,
,Vatsalya Child Clinic & Vaccination Centre,clinic,21.721577,72.985416,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Dr. N M Ankhiwala,doctors,22.0516798,72.8042534,,,,,Gujarat,Bharuch,392150.0,,,,,,
,Dr. Trupti Shukla,doctors,21.704781,72.9872522,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Faiz Clinic,clinic,21.8446284,72.8452624,,,,,Gujarat,Bharuch,392140.0,,,,,,
,Dr. Pooja Nathwani,doctors,21.7216257,72.9855489,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Ayush Health Care,clinic,21.7044801,73.0026631,,,,,Gujarat,Bharuch,392012.0,,,,,,
,Om Clinic,clinic,21.715345,73.015702,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Dhirubhai Ambani Family Welfare Centre,clinic,21.7151656,72.629323,,,,,Gujarat,Bharuch,392130.0,,,,,,
,Madafar Medical Clinic,clinic,22.0499417,72.6523611,,,,,Gujarat,Bharuch,392040.0,,,,,,
,Faiz Clinic,clinic,21.7049984,72.9667276,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Aashirwad Homoeopathic Clinic,clinic,21.715471,73.019157,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Dr. P A Shah,doctors,21.7232955,72.7020215,,,,,Gujarat,Bharuch,392130.0,,,,,,
,Muhammadi Health Care,clinic,21.7093696,72.9620947,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Dr. B. S. Zaveri,doctors,21.701523,72.991688,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Apoorva Ayucare Pachkarma Clinic,clinic,21.7218123,72.9865384,,,,,Gujarat,Bharuch,392001.0,,,,,,
,Shiv Shakti Homeopathic Clinic,clinic,21.7064114,73.0068815,,,,,Gujarat,Bharuch,392012.0,,,,,,
,Shiv Clinic,clinic,21.7179526,73.0288067,,,,,Gujarat,Bharuch,392011.0,,,,,,
,Vandan Clinic,clinic,21.4066784,71.1654265,,,,,Gujarat,Amreli,365630.0,,,,,,
,Dr. Roshaniya's Clinic,clinic,21.5918068,71.0613493,,,,,Gujarat,Amreli,365440.0,,,,,,
,Dr. Hitesh Bodar,doctors,21.633852,70.984391,,,,,Gujarat,Amreli,365450.0,,,,,,
,Dr. Hemant Chauhan,doctors,21.6953936,71.5166304,,,,,Gujarat,Amreli,365220.0,,,,,,
,Ashirvad Clinic,clinic,21.8504933,71.3024322,,,,,Gujarat,Amreli,365421.0,,,,,,
,Sevak Mandal Clinic,clinic,21.6011397,71.2138098,,,,,Gujarat,Amreli,365601.0,,,,,,
,Ramkrishna Clinic,clinic,21.267053,71.3370475,,,,,Gujarat,Amreli,364522.0,,,,,,
,Gayatri Clinic,clinic,21.6937042,71.5197212,,,,,Gujarat,Amreli,365220.0,,,,,,
,Satyam Clinic,clinic,21.692938,71.519912,,,,,Gujarat,Amreli,365220.0,,,,,,
,Sitaram Clinic,clinic,20.872469,71.405317,,,,,Gujarat,Amreli,365540.0,,,,,,
,Shivam Clinic,clinic,21.483318,70.950988,,,,,Gujarat,Amreli,365440.0,,,,,,
,Shanti Clinic,clinic,21.5958244,71.2139303,,,,,Gujarat,Amreli,365601.0,,,,,,
,Rudra Clinic,clinic,21.844567,71.304806,,,,,Gujarat,Amreli,365421.0,,,,,,
,Dr. Chandresh Ghevariya's Clinic,clinic,21.345701,71.3126368,,,,,Gujarat,Amreli,364515.0,,,,,,
,Dr. Jinjala Clinic,clinic,21.0419232,71.4491612,,,,,Gujarat,Amreli,365560.0,,,,,,
,Priti Maternity & Nursing Home,clinic,21.596061,71.213967,,,,,Gujarat,Amreli,365601.0,,,,,,
,Dr. Haresh Nakrani,doctors,21.535365,71.363606,,,,,Gujarat,Amreli,365535.0,,,,,,
,Aastha Clinic,clinic,21.4084862,71.167135,,,,,Gujarat,Amreli,365630.0,,,,,,
,Seva Kendra,clinic,21.484656,70.95113,,,,,Gujarat,Amreli,365440.0,,,,,,
,Dr. Lashkari,doctors,21.343611,71.301928,,,,,Gujarat,Amreli,364515.0,,,,,,
,Patel Clinic,clinic,21.5369137,71.3641171,,,,,Gujarat,Amreli,365535.0,,,,,,
,Dr. Borisagar,doctors,21.1429465,71.2512702,,,,,Gujarat,Amreli,365650.0,,,,,,
,Shubham Clinic,clinic,21.635457,71.3421208,,,,,Gujarat,Amreli,365430.0,,,,,,
,Dr. Ramesh Mehta,doctors,20.8670728,71.3661383,,,,,Gujarat,Amreli,365540.0,,,,,,
,Anand Child Clinic,clinic,21.3300467,71.2973926,,,,,Gujarat,Amreli,364515.0,,,,,,
,Matruchhaya Clinic,clinic,21.02161,71.21261,,,,,Gujarat,Amreli,365550.0,,,,,,
,Dr. Nitin,doctors,21.14283,71.2525506,,,,,Gujarat,Amreli,365650.0,,,,,,
,Seva Bhakti Clinic,clinic,21.542446,71.196411,,,,,Gujarat,Amreli,365601.0,,,,,,
,Dr. Bavaliya Clinic,clinic,21.6072749,71.2336396,,,,,Gujarat,Amreli,365601.0,,,,,,
,Omkar Anorectal - Piles Clinic,clinic,21.6004021,71.2171456,,,,,Gujarat,Amreli,365601.0,,,,,,
,Sanjivani Clinic,clinic,21.6125222,71.218256,,,,,Gujarat,Amreli,365601.0,,,,,,
,Dr. Divyesh Limbadiya,doctors,21.4847876,70.9522076,,,,,Gujarat,Amreli,365440.0,,,,,,
,Bansi Clinic,clinic,21.693916,71.519405,,,,,Gujarat,Amreli,365220.0,,,,,,
,Block Health Centre,clinic,21.6071306,71.222796,,,,,Gujarat,Amreli,365601.0,,,,,,
,Shradha Clinic,clinic,21.4860865,70.9524868,,,,,Gujarat,Amreli,365440.0,,,,,,
,Radadiya Clinic,clinic,21.48611,70.950114,,,,,Gujarat,Amreli,365440.0,,,,,,
,Astha Skin Clinic,clinic,21.6010204,71.2193627,,,,,Gujarat,Amreli,365601.0,,,,,,
,"Akshar Clinic, Jaliya",clinic,21.549603,71.059593,,,,,Gujarat,Amreli,365440.0,,,,,,
,"Akshar Clinic, Sanosara",clinic,21.572994,71.092158,,,,,Gujarat,Amreli,365610.0,,,,,,
,Sanjeevani Hospital,clinic,21.5914457,71.2205914,,,,,Gujarat,Amreli,365601.0,,,,,,
,Nimavat Clinic,clinic,21.4843952,70.9532153,,,,,Gujarat,Amreli,365440.0,,,,,,
,Dr. Savaliya,doctors,21.349923,70.977571,,,,,Gujarat,Amreli,365640.0,,,,,,
,Om Clinic,clinic,21.8446344,71.3046754,,,,,Gujarat,Amreli,365421.0,,,,,,
,Goyal Clinic,clinic,21.163412,72.8404991,,,,,Gujarat,Surat,394210.0,,,,,,
,Apurva Clinic,clinic,21.1683948,72.8397964,,,,,Gujarat,Surat,394210.0,,,,,,
,Vijay Clinic,clinic,21.1835035,72.8332565,,,,,Gujarat,Surat,395002.0,,,,,,
,Siddhi Vinayak Clinic,clinic,21.1537465,72.8322135,,,,,Gujarat,Surat,394210.0,,,,,,
,Ayush Clinic,clinic,21.1546922,72.838013,,,,,Gujarat,Surat,394220.0,,,,,,
,Sanjivani Clinic,clinic,21.1314512,72.8376026,,,,,Gujarat,Surat,394221.0,,,,,,
,Suvidha Clinic,clinic,21.160193,72.827639,,,,,Gujarat,Surat,394210.0,,,,,,
,Parshva ENT & Dental Clinic,clinic,21.1688085,72.8398876,,,,,Gujarat,Surat,394210.0,,,,,,
,Gyatri Clinic,clinic,21.1498512,72.8375961,,,,,Gujarat,Surat,394220.0,,,,,,
,Vijayanagar Health Centre,clinic,21.156737,72.837658,,,,,Gujarat,Surat,394220.0,,,,,,
,"Krishna Clinic, Udhna",clinic,21.14959,72.8210775,,,,,Gujarat,Surat,394220.0,,,,,,
,Safalya Clinic,clinic,21.151602,72.838854,,,,,Gujarat,Surat,394220.0,,,,,,
,Shree Shanti Clinic,clinic,21.155517,72.8396206,,,,,Gujarat,Surat,394210.0,,,,,,
,Vaani Prasuti Gruh & Dental Clinic,clinic,21.156542,72.831797,,,,,Gujarat,Surat,394210.0,,,,,,
,Dr. Wankhede,doctors,21.1474513,72.8313517,,,,,Gujarat,Surat,394220.0,,,,,,
,Shivkrupa Clinic,clinic,21.1395002,72.8258781,,,,,Gujarat,Surat,394221.0,,,,,,
,Amar Clinic and Nursing Home,clinic,21.138834,72.835247,,,,,Gujarat,Surat,394221.0,,,,,,
,Raj Clinic,clinic,21.132627,72.852619,,,,,Gujarat,Surat,394221.0,,,,,,
,Kuntal ENT & Dental Hospital,clinic,21.168325,72.839787,,,,,Gujarat,Surat,394210.0,,,,,,
,Shashwat Clinic,clinic,21.122958,72.847678,,,,,Gujarat,Surat,395023.0,,,,,,
,Shreeji Clinic,clinic,21.7138233,73.1497137,,,,,Gujarat,Bharuch,393110.0,,,,,,
,Bhuva Clinic & Nursing Home,clinic,21.5921975,73.0296314,,,,,Gujarat,Bharuch,393001.0,,,,,,
,Madhuram Clinic,clinic,21.604011,73.021238,,,,,Gujarat,Bharuch,393002.0,,,,,,
