Clinic Name,Speciality,City,State,Contact,Opening Hours,Address
Anand Mangal Maternity And Eye Clinic,,,Maharashtra,9966696958,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No 45, MCCH Society, Near Rupali Theatre, Panvel"
CGHS Dispensary No.4,,,Maharashtra,9677585875,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"23, Mangalwar Peth"
Vasudev Eye Clinic,,,Maharashtra,9415138618,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"104,Sagar Complex Bldg., Ram Mandir Road Corner, Besides Market Ram Mandir, Vile-Parle (E)"
OrthoSpine Clinic,spine_surgery,"Naupada, Shivaji Nagar, Thane West -Maharashtra, India",Maharashtra,9917679745,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"M.G. Road, Naupada, Thane (W)"
Dental Clinic,,,Maharashtra,9898743933,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shop No.5, Krishnai Complex, OppositeCorporation Bank, Karve Nagar"
Benzer Nursing Home,,,Maharashtra,9824885734,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Benzer, 2nd Cross Road, Lokhandwala Complex, Andheri (W)"
Kripa Eye Clinic,,,Maharashtra,9732857267,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Flat No.3 , Nityanand Nagar 2 , Nityapriya Co-Op Housing Society , Station Sahar Road , Andheri ( East )"
Om Netralaya Eye Clinic,,,Maharashtra,9569609346,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,New Sangvi
Badri-Vishal Polyclinic and Hospital,,,Maharashtra,9198057220,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B 11/12, Poonam Nagar, Shanti Park Phase Iii, Mira Road (E)"
Siddiqui Nursing Home,,,Maharashtra,9174697429,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rohan Complex , B Wing Amrut Nagar, Mumbra Thane"
Shivanandan Polyclinic,,,Maharashtra,9249303607,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"4/401 Ashoknagar,Bhigawan Road Behind Ashish Petrol Pump Baramati"
Dr. M.C.Desai Eye Clinic and Microsurgury Eye Centre,,,Maharashtra,9133916909,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"No.001, Aztec Appt.,Near Jalaram Store,Behind N.K.Foot Wear,Marol Maroshi Road,Andheri (East)"
Gulmohar Eye Clinic,,,Maharashtra,9133621593,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gulmohar ,15 Ashok Nagar Cross Road No 1 Kandivli (E)"
Sai Vilayatrai Charitable Polyclinc,,,Maharashtra,9024008865,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kandivali
Shwelpa Nursing Home,,,Maharashtra,9818335256,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vadavali Section , Ambarnath (E)"
Sewa Nursing Home,,,Maharashtra,9438807621,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Swastik Complex, Sarawali Dahanu Road"
Medicenter Nursing Home,,,Maharashtra,9010733319,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B, Wing, Ground Floor, Blossom Chs., Ltd. Off Link Road,Gaurav Heights Mahavir Nagar, Kandivli (W)"
Dr. Jk Shah's Eye Clinic and Laser Centre,,,Maharashtra,9887056221,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"A-1, Kanwal Apartments, 145, Four Bunglow Road, P.O. Azadnagar, Andheri(W)"
Navandar Nursing Home,,,Maharashtra,9871041762,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mahesh Nagar Road, Near Apex Hospital"
Mayur Clinic (Sabne Hospital),,,Maharashtra,9226204738,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Vitthal Nagar Karjat
Thakur Clinic,,,Maharashtra,9628705134,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Patankarwada, Near Mahajanwadi Hall, Near Lohana Samaj Hall, Opposite Patankar Wada"
CGHS Dispensary No.2A,,,Maharashtra,9574822920,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Seminary Hills, CPWD Quarters"
Purohit Clinic,,,Maharashtra,9983687759,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No 78, Mcch Society, Panvel Navi"
Dr. Sadiwalas Clinic and Nursing Home,,,Maharashtra,9218613154,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"A-4/5/6 Majithia Apts. S.V. Road,Irla, Vile Parle (West)"
Vighnahar Nursing Homes,,,Maharashtra,9694184031,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Near Kukadi Colony Narayangaon Tal Junnar
Avanti Nursing Home,,,Maharashtra,9023889337,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Fusion Park, Ajmera, Morwadi Road, Pimpri"
Kairav Nursing Home,,,Maharashtra,9614883280,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Riddhi Siddhi Apt., 1st Floor, Kumar Village, Opposite Saibaba Mandir, Malad (E)"
Dr.Mali Balrugnalay,,,Maharashtra,9325179953,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shivaji Road, Opposite Market Yard, Near Water Tank, Miraj"
Dr. Kashyap Nursing Home,,,Maharashtra,9600969805,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sarod Tulsi Nagar Society, Near Canara"
Shree Harneshwar Clinic,,,Maharashtra,9663290809,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"50, Harneshwar Society, Talegaon Chakan Road, Dabhade, Tal Maval"
TMC C R Wadia Dispensary,,,Maharashtra,9612967628,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Cursetji Rustomji Wadia Dispensary, Tembhi Naka, Thane West"
CGHS Dispensary No.9,,,Maharashtra,9745044718,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shakkardhara, Tiranga Chowk"
Shankar Netralaya,,,Maharashtra,9549957547,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Armori Road,Bramhapuri"
Colony Nursing Home,,,Maharashtra,9384590177,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ranjit M.G. Road,Vasai"
Dr.Shyam Agrawal,,,Maharashtra,9101732278,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Maharaja Apartments, Opp Telephone Exchange, S.V.Road, Malad (West)"
Kanchi Nursing Home,,,Maharashtra,9323364560,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rajnigandha Shoping Centre, Gokuldham, Filmcity Road, Goregaon E, Mumbai 63"
Dr Suris Maternity and Surgical Nursing Home,,,Maharashtra,9964289750,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"R-103, Gokul Village, Mira Road , East"
Varun Cardiac Clinic,,,Maharashtra,9360250469,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"101-102, Gayatridham, Derasar Lane, Ghatkopar(E)"
Suyash Nursing Home,,,Maharashtra,9595035263,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"No. 11, Seven Hill Colony,Mgm Hospital Road"
Lifeline Speciality Hospital,general,Pune,Maharashtra,9505590083,24/7,"Near Kesanand Phata, Nagar Phata,Wagholia"
Parmar Nursing Home,,,Maharashtra,9078989990,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bldg.No.A/8,Shanti Park, Phase-3,Mira Road (E)"
Anand Nursing Home,,,Maharashtra,9429486540,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"16, Gandhar Nagar, Khadakpada, Bhiwandi-Murbad Highway,Kalyan"
Suniti Nursing Home,,,Maharashtra,9839497069,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"96/3, Pannalal Nagar"
"CGHS Dispensary No.11, Byculla",,,Maharashtra,9342088380,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Khan Mansion, Flat NO.1, Victoria Road, Byculla"
Shubham Nursing Home,,,Maharashtra,9680730019,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Sbi, Katol Road, Chhaoni"
Nityan and Nursing Home,,,Maharashtra,9463021989,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bali Bazar, Kalyan(W)"
Anurag Nursing Home,,,Maharashtra,9638862799,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shreeji Plaza, Plot No. 24, Opposite Seawoods Railway Station, Sector 25, Nerul"
West Lake Speciality Clinic,,,Maharashtra,9882914578,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"27-A Nootan Nagar Bandra Station Road, Bandra(W)"
Yashshree Nursing Home,,,Maharashtra,9060820455,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ashok Nagar, Behind State Bank of India, Bhigwan Road, Baramati"
Wagh Nursing Home,,,Maharashtra,9482701315,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Burudgaon Road,Behind Hotel Vaibhav,Chanakya Chowk"
Nathkrupa Nursing Home,,,Maharashtra,9752493819,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Amoghsidha Bullding, Retlbunder Road, Near Rokhade Bldg. Dombivli (W)"
Saheli Clinic,,,Maharashtra,9386888078,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Vertex Vikas Shopping Centre, Andheri East"
Bay View Clinic,,,Maharashtra,9781407265,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bach By View, 2nd Floor, 3-A,Mama Parmanand Marg, Near Charni Road Station"
Health Plus Nursing Home,,,Maharashtra,9624322533,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Above Cosmos Bank,Near Siddharth Nagar,Aundhgaon"
Dr Patil Eye Clinic and Hospital,,,Maharashtra,9823176416,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"201, 202, Panna Chambers, Swargate Corner"
"Ajinkya Nursing Home, Thane",,,Maharashtra,9095932697,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"White House Apt, Opp Punjabi Estate, Khopar, Thane West"
Panorama Eye Clinic Superspeciality Eye Care,,,Maharashtra,9407274879,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"2, Navnath Society, Patel Nagar, Kandivali West"
Mother and Child Care Clinic,,,Maharashtra,9551763087,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Pitru Ashish, Plot No 6, Road No 2, Sector-19, Near Fire Station, New Panvel"
Jyoti Nursing Home,,,Maharashtra,9854505257,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mistry Park Building No.2, C Wing, Ground Floor, S.M.Road, Antop Hill"
Nagvekar Eye Clinic,,,Maharashtra,9602571280,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"2 Jain , 1st Floor, Sv Road, Opp Akbarally, Santacruz (W)"
Dr. Tekawade Eye Clinic,,,Maharashtra,9286420681,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Krishna Chambers, Near Laxmi Narayan Theatre, Pune - Satara Road"
Mehta Eye Clinic Pvt Ltd,,,Maharashtra,9064601778,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Jayant Arcade,3Road Floor,Above Shamrao Vithal Bank"
Tirupati Nursing Home,,,Maharashtra,9615490726,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Mira Road(E)
Kedia Nursing Home,,,Maharashtra,9944440313,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"2A/2B, Dhanwantari Bldg., Opposite Abhiyudaya Bank , Jeevdaya Lane, Off L.B.S Marg , Ghatkopar ( West )"
Ashirwad Nursing Home,,,Maharashtra,9124881835,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Rukhmini Nagar
"Pooja Nursing Home, Mumbai",,,Maharashtra,9251102556,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"C-101, Sani Shopping Centre, Opposite Railway Station, Jogeshwari (West)"
Dr Nagvekar Hospital and Nursing Home,,,Maharashtra,9422353877,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"462, Opp Vidyamandir, Kankavli Opp Vidyamandir Kankavli"
Ankur Nursing Home,,,Maharashtra,9025221331,Mo-Su 12:00-24:00,"Ashirwad Complex, Power House Chowk. Talera Hospital Road , Chinchwadgaon"
Kaveri Eye Care Centre,,,Maharashtra,9761649727,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"119/1st Floor, Sagar Shopping Centre, J. P. Road, Opposite Bombay Bazar Showroom, Andheri (W)"
Dr. Dive S Eye Clinic,,,Maharashtra,9696001080,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rh-3, Jitendra Soc ,Plot No .91, Sector -3, Main Road Koperkhairane, Navi Mumbai"
Vishal X-Ray Clinic,,,Maharashtra,9285429191,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Madhav Medicare Centre, Andheri West"
Parekh Eye Clinic and Child Clinic,,,Maharashtra,9339049111,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"301, Madhav Apts., Avove Samrat Hotel, Opposite Railway Station, Ghatkopar (E)"
Prabhashree Nursing Home - Aurangabad,,,Maharashtra,9637134185,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Telegraph Office, Rakadiya Hanuman Colony"
Swaminathan Clinic,,,Maharashtra,9431509284,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Pimpri
NADT Miniature CGHS Dispensary,,,Maharashtra,9400867373,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"NADT, Complex, Chhindwada Road"
Sanjeevani Hospital For Women and Children,gynaecology,Mira Road(E),Maharashtra,9075402020,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"A-7 , Sector 2 , Shantinagar , Mira Road ( East )"
Roshni Maternity and Nursing Home,,,Maharashtra,9393639171,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,A-1 Unique Accord Ground Floor Behind Shops Off Mtnl Road Near City Union Bank Shanti Park Mira Road E
Pooja Nursing Home Pvt. Ltd.,,,Maharashtra,9862840035,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shreeram Apt, 1st Floor , Jn Road, Mulund West"
"Tanmay Nursing Home, Pune",,,Maharashtra,9308591643,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,M.K Apts. Fatima Nagar
Bapat Nursing Home,,,Maharashtra,9007549990,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Rupee Co-Op. Bank, A.K. Vaidya Marg, Panch Pakhadi"
Kamdar Nursing Home and Polyclinic Pvt. Ltd.,,Mumbai,Maharashtra,9712595291,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ist Floor, Kiran Niketan,Next To Bhatia Wadi, Tilak Road, Ghatkopar East"
Patankar Nursing Home,,,Maharashtra,9404273286,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"500/B/1, Parvati, Opposite Sarasbaug, Pune"
Sharada Nursing Home.,,,Maharashtra,9457549030,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"110, Magan Nathuram Road, Opposite Sonapurlane Police, Chowky, Sonapurlane, Kurla"
"Lakshmi Nursing Home, Mumbai",,,Maharashtra,9830715604,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sheetal Chayya Premises Co-Op Society, Jawaharlal Nehru Road, Mulund West"
Sanghavi Eye Clinic,,,Maharashtra,9378159714,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gr. Flr, Prem Ashish, Opposite Param Keshav Baug, Navroji Lane, Ghatkopar (W)"
Aishwarya Nursing Home - Thane,,,Maharashtra,9471072253,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Darshan Tower, Dr. Ambedkar Road, Thane (W)"
Rohit Nursing Home - Dahisar,,,Maharashtra,9358517183,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Bldg.No.4, Block No.5-6,Shanti Nagar, S.V.Road, Dahisar (E)"
Yeshwant Eye Clinic and Hospital,,,Maharashtra,9049500768,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mitramandal Sabhagraha Bldg, Parvati"
The Mahajan Nursing Home,,,Maharashtra,9425906749,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Chinchpada Road, Pen"
Shaishav Clinic,,,Maharashtra,9727861543,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"No. 695-A , Sadashiv Peth Laxmi Road, Opp Vijay Talkies"
Dr.Patrawala's Kalpana Nursing Home,,,Maharashtra,9607224524,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B- Bhagnari Co-Op, Hsg, Society Sion-Duncan Causeway Road, Next To Chunabhatti Rly Chunabhatti"
Patel Nursing Home andheri (E),,,Maharashtra,9442188178,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"B, Vaishali Apartments, Sir M.V. Road, 1st Floor, Andheri (E)"
Awanti Audyodik Vaidyakiya Hospital,,,Maharashtra,9496116904,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"X-64, Bajaj Nagar, Midc, Waluj"
"Kumar Clinic, Mumbai",,,Maharashtra,9660621715,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"14-A Road , Khar"
Dr Joshis Orthopaedic Centre,,,Maharashtra,9453238630,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"2603/13 B, Shri Subhash Road, Near Gokhale College"
Anand Nursing Home,,,Maharashtra,9690196890,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"No. 1758 B / 1, Sakoli Corner,A Ward"
Amrut Hospital and Endoscopic Clinic,,,Maharashtra,9503848779,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rameshwari Appartment Dr Rajendra Prasad Road, Tilak Nagar Dombivli - East Dombivli"
CGHS Polyclinic Koliwada,,,Maharashtra,9664694010,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Building No.221, Sector I, Kane Nagar"
Aniket Nursing Home,,,Maharashtra,9187686984,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kanjurmarg East
Pooja Nursing Home,,,Maharashtra,9680306331,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rahimatpur Road, Koregaon"
Nair's Eye Clinic,,,Maharashtra,9210113783,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No.68 Mihir Villa Sector-4,OppositeNew Panvel Masjid,New Panvel"
Apurva Nursing Home,,,Maharashtra,9390326863,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Klassik Apartments Opp Santoshi Mata Mandir, Kopar Road, Dombivli - West Dombivli"
Arunodaya Clinic,,,Maharashtra,9908636431,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No 86, Sector No 10,Opp Cidco Garden New Panvel, Raigad Panvel Navi"
Sushrut Nursing Home,,,Maharashtra,9521314829,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ganesh Tower, Opposite Agra Road, Petrol Pump, Agra Road"
Dnyan Geeta Nursing Home,,,Maharashtra,9287984614,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1 Trimurti, Ground Floor, 64, Shivaji Parak, Keluskar Road (S), Dadar"
Nayan Tara Eye Clinic,,,Maharashtra,9099378167,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"2nd Floor, Yugay Complex, Ganesh Nagar, Erandwana"
Ishwar Children Clinc,,,Maharashtra,9690321257,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shreenidhi Shreekrishna Complex, Stella Vasai West"
Kapileshwar Nursing Home and Dental Clinic,,,Maharashtra,9994493523,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kolhapur
Dr Naiks Maternity and Nursing Home,,,Maharashtra,9678323881,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sagar, Subhash Chowk, Murbad Road, Kalyan"
Belle-Vue General Nursing Home,,,Maharashtra,9027076086,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Sejal 1st Floor Link Extension Road Off. Veera Desai Road Andheri (West)
Sanjeevan Nursing Home and Iccu,,Mumbai,Maharashtra,9847088319,Mo-Su 09:00-21:00,"1st Floor, Neha Annexe, Khot Road, Near Madhuban Garden, Bhandup (W)"
"Hiremath Nursing Home, Pune",,,Maharashtra,9939190555,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No.24,Survey No.283,Near Talera Hospital,Talera Nagar,Chinchwadgaon,P"
"Tomar Nursing Home, Thane",,,Maharashtra,9854504941,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Prabhu Apartment, Opp, Union Bank Near Bus Depot Ulhasnagar"
Sai Deep Nursing Home,,,Maharashtra,9364006680,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Christina Apartments., Near Kalina Police Chowky,Kalina Villgae Road, Kalina"
Thakkar Nursing Home,,,Maharashtra,9398450180,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"936, Deshpande Lay-Out, Wardhman Nagar"
Vijay Polyclinic and Care Centre,,,Maharashtra,9643446951,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"001/002, Kaveri Building, Shiv Vallabh Cross Road River Park, Dahisar(E)"
Aayush Eye Clinic & Aayush Lasik Centre,,,Maharashtra,9951375545,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"201/202, Coral Classic, Plot no.955/956, 20th Road, Chembur"
Shri Siddhivinayak Nursing Home,,,Maharashtra,9600792457,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1, Ram Mansion, C H S Ground Floor, S K Bole Road, Near Sidhi Vinayak Mandir, Dadar"
Mulund Nursing Home,,,Maharashtra,9494084644,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shanti Sadan Gv Scheme Road, 90 Ft Road Mulund (E)"
Gunjotikar Nursing Home,,,Maharashtra,9969298287,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1st Floor, Mahadeo Tower, Above Krishna Chemist, Hari Niwas. L B S Road"
"Meera Nursing Home, Kolhapur",,,Maharashtra,9451286631,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"240, I Ward, Ruikar Colony"
Rote Clinic,,,Maharashtra,9398773408,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Hrishikesh Dham, Parihar Chowk, Aundh"
Gandhi Nursing Home-Borivali-Mumbai,,,Maharashtra,9643470569,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"A-Chandra Apartments, Mandpeshwar Road, Near Ram Mandir, Borivali (W)"
Dr. Gala's Nursing Home,,,Maharashtra,9582434986,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"6, Kailas Darshan, 2nd Floor,Nana Chowk, Kennedy Bridge, Marine Lines"
Sunny Nursing Home,,,Maharashtra,9478164636,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Shopping Plaza Shop No- 6 Rambaug Colony Near Pallavi Road Pavp Road, Kothrud"
Dr Paprikar Maternity and Nursing Home,,,Maharashtra,9038007679,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Gaikwad Mala, Behind Regimental Plaza, Nashik Road"
Jeevan Sadhana Clinic - Pune,,,Maharashtra,9381869326,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"257-258, Karve Road, Near Paud Phata"
Deshpande Nursing Home,,,Maharashtra,9758903498,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Zansi Rani Square , Sitabuldi"
Dr Sreenivas G A,,,Maharashtra,9852147790,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Near Water Tank, Madhav Peth , Miraj"
"Garud Nursing Home, Karad",,,Maharashtra,9585640577,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Nh-4, Near Sagam Hotel, Karad"
Sumeet Nursing Home,,,Maharashtra,9590427104,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"19 & 20/B, Amita Apartments, 5Th Kasturba Road, Borivli(E)"
Susmit Nursing Home,,,Maharashtra,9150439862,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Malegaon Camp
Bhaskar Eye and Lens Implant Clinic,,,Maharashtra,9772887724,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Opp Gavdevi Market, Behind Rupee Co-Op Bank Ghokale Road, Thane (W)"
Muralidhar Nursing Home,,,Maharashtra,9349038482,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Plot No-22, Shailja Housing Society, Ambernath"
Boob Nursing Home,,,Maharashtra,9215243522,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"9, Rathi Nagar, V.M.V Road"
Dr.Mugdha Ranade Eye Clinic,,,Maharashtra,9730778466,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"C-19,Tashkent,Near Bhagwati Hospital,S.V.P. Road,Opp Ram Mandir,Borivali (W)"
Vardhaman Nursing Home,,,Maharashtra,9977112748,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Sangmeshwar
Insight Eye Clinic,,,Maharashtra,9220221009,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"225/A, Shreekrishna Bhavan, Behind Ruia Collage, Sir Bhakhadra Road,Matuya"
Siddhamrut Clinic,,,Maharashtra,9905778454,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Flat 2 Ground Floor Vasudev Sadan 207 D Dr Ambedkar Road Matunga
Dr Shah Piles Clinic,,,Maharashtra,9262036988,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"139, Markez View Bldg, Near 24 Karat Talkies, Opp Excel Industries , S V Road, Jogeshwari"
Dr V T Shah Diagnostic Centre and Clinic,,,Maharashtra,9167387383,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Kapole Niwas 590 Dr Ambedkar Road Matunga Cr
"Ashirwad Nursing Home, Amravati",,,Maharashtra,9045956245,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Rajgir Sadan, Ground Floor, Laxmi Baug, Opp Sion Rly. Stn. , Sion (W)"
Ashvini Nursing and Maternity Home,,,Maharashtra,9831935609,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Mohan Nivas, Keluskar Road, Opposite Masaheb Thakre Statue, Shivaji Park, Dadar (W)"
Dr.Patkars Surgical Nursing Home,,,Maharashtra,9937294403,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Ground Floor, 74, Anant Niwas, Keluskar Road, Near Shivaji Ground, Shivaji Park, Dadar West"
"Kulkarni Nursing Home, Raigarh",,,Maharashtra,9975890200,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"Sector 1, Road No 9, Plot 11, New Panvel"
Akshay Eye Clinic,,,Maharashtra,9045958925,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"842, M.G. Road, Near Tapal Naka, Panvel"
"Eye Care Centre, Borivali",ophthalmology,,Maharashtra,9276482493,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"1- 2- 3- C.Wing Ground Floor, Lancelot, S.V.Road, Borivali (W)"
Aashirwad Nursing Home,,,Maharashtra,9940518410,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,"A-3, New Green Apartment, Tilak Chowk, T.P.Road, Malad (W)"
Shashi Clinic,,,Maharashtra,9590821961,10 A.M. to 2 P.M. & 5 P.M. to 10 P.M.,Palus-Tasgaon Road
