Hospital Name,Address,Availability,Type of Hospital/Health facility,Contact
Charaka Hospital,"No-5, Opp-Neps, 2Nd Main, Shankarapuram, B.H Road, Tumkur-572102",Unknown,Government,9241686965
Charithasri Hospitals Ltd,"Ramachandra Rao Road,29/6/8-1,Vijayawada.Ramachandrarao Road",Unknown,Government,9260931130
Charnock Hospitals Pvt Ltd,"Megacity Approach Road,24 Oarganas.",Unknown,Government,9942490321
Charring Cross Nursing Home (P) Ltd.,"2C. Motilal Basak Lane, Kolkata-700054, Kankurgachi, Subash Mala Parkkolkata",Available,Government,9591716785
Chattisgarh Hosptial Medical Research Centre & Institute,"Central Avenue, Choubey Colony.",Unknown,Government,9994154891
Chaudhary Eye Centre & Laser Vision,"4802/24, Bharat Ram Road,Darya Ganj,24, Darya Ganj,",Unknown,Government,9253174547
Chaudhry Medical & Maternity Hospital,"# 1543-44, Sector-13, Urban Estate Opp Pani Ki Tanki, Karnal-132001",Unknown,Government,9910788321
Chawla Nursing Home & Hospital,"# 1&2, Phase 7, Mohali-160055.",Unknown,Government,9897329056
Chaya Hospital ( A Unit Of Chaya Healthcare Pvt Ltd),"# 6C-335, 4Th Main, 6Th Cross, Ombr Layout, Bhuvanagiri.",Unknown,Government,9306001355
Chazhikattu Hospitals Pvt Ltd,"Ix/139 A,River View Road,Thodupuzha, Idukki",Unknown,Government,9191858517
Cheema Medical Complex,"Phase-4,Near Telephone Exchange, Mohalinear Telephone Exchange",Unknown,Government,9816598899
Chelsa Medical Care (P) Ltd.,"Kungallummoodu,Karamanatrivadrum",Unknown,Government,9576576270
Chennai Eye Care Hospital,"#6,12Th Cross Street,Dhandeeswaran Nagar,Velachery",Unknown,Government,9854633618
Chennai Krishna Hospital,"No.297, Gst Road, Near Mit Flyover, Chromepet, Chennai, Tamilnadu","Few Left, Book Now",Private,9699889339
Chennai Meenakshi Multispeciality Hospital Ltd.,"# 148, Luz Church Road, Malapore, Chennai, Tamilnadu.","Few Left, Book Now",Private,9423200472
Chetana Hospital,M.T. Road Puttur,Unknown,Government,9016820138
Chethana Hospital,Shree Mahamaya Temple Road Dakshina Kannada,Unknown,Government,9688957410
Chettinad Super Speciality Hospital (Cssh)-(A Unit Of Rajah Muthiah Charitable And Educational Trust),"I.T. Highway,Kelambakkam",Unknown,Government,9595457989
Chhabda Hospital,"Plot No 5-6-19, New Osmanpura, Opp Sant Eknath Rang Mandir",Unknown,Government,9217309622
Chhabra Hospital Panipat,"A-1,Narain Singh Park,Assandh Road",Unknown,Government,9768201917
Chikitsa Nursing Home,"B-4, Saket",Unknown,Government,9760457807
Child Jesus Hospital,"P Box No 17, Cantonment, Tiruchirappalli, Trichy-620001Near To All India Radio Station",Unknown,Government,9112789391
Childerns Hospital,"Swastik Vihar Pharse - 1 Mdc, Sector - 5 Panchkula-134109",Unknown,Government,9280386184
Childrens Hospital,"6-11-58/59, 11Th Lane, 2Nd Cross, Arundelpet.",Unknown,Government,9835671623
Chincholi Eye Hospital,Old Jewargi Cross Road,Unknown,Government,9526542369
Chinmay Nursing Home,"#103/104,Odyssey-A,Bhakti Park,Wadala East",Unknown,Government,9025703727
Chinmaya Mission Hospital,"1/1,C M H Road,Indiranagar",Unknown,Government,9228932749
Chinmaya Narayana Hrudayalaya,Cmh Road Indiranagar 2Nd Stage Chinmaya Missin Hospital,Unknown,Government,9146232439
Chinmayi Hospital,"#34,Brindavan Layout,Subramanyapura Main Road",Unknown,Government,9517502051
Chinmayi Hospital,"Church Road, Kundapura, Udupi-576201",Unknown,Government,9567565012
Chintamani Hospital,"Plot # 53,Jedhe Nagar,Bibwewadi",Unknown,Government,9213405510
Chintan Orthopaedic Hospital,"#16,Anuradha Society,Jivraj Park Cross Road",Unknown,Government,9415212262
Chirag Hospital,"Main Bajghera Road,3636/31,Rajindra Park,",Unknown,Government,9470994074
Chiranjeev Hospital,"Anand Karad Road, Markand,Chiplun, Ratnagiri-415605.",Unknown,Government,9431860977
Chiranjeevi Hospital,"101&102,Padmaraj Bldg,Dr.Rajendra Prasad Road,Shivmandir Cross Road,Ramnagar,Dombivali East,Thane","Few Left, Book Now",Private,9633611848
Chiranjeevi Hospital & Maternity Home,"16Th 2Nd Main, Sri Manjunatha Temple St, Mysore Bank Colony,",Available,Government,9708219865
Chiranjeevi Maternity Hospital,Divatageri Galli Near Rayar Math,Unknown,Government,9437358761
Chiranjiv Hospital & Maternity Home,"Wng,Haily Mandi",Unknown,Government,9215616367
Chirashree Nursing Home,"1-33/2 & 1-33/3, Iddya Suratkal",Limited Seats,Municipal,9072586092
Chirayu Health & Medicare (P) Ltd,"#6, Malipurle,Behind Sadar Marzil",Unknown,Government,9655429675
Chirayu Superspeciality Hospital,"Ground Floor,Vimal Deep Building,Sarvoday Paraside Complax Behind Balaji Hos Mira Bhy Road,Bhayandar East,Thane","Few Left, Book Now",Private,9369391053
Chitra Hospital,"25/1A, Irwin Rdmysore",Available,Government,9990857640
Chitra Kalyana Raman Nursing Home,"56,A/1,Rajaji Road",Unknown,Government,9123441208
Chitrakut Surgical Hospital,"734/4888 , Bapunagar ,Near Pattelvadi ,",Unknown,Government,9349423158
Chitras Ent Laser Surgery Super Speciality Hospital,"30C, Cathedral Garden Lane,Nungambakkam.",Unknown,Government,9374308384
Chittaragi Hospital,Bramanand Asram Road Bus Stand Road Rabkavi,Unknown,Government,9483637673
Chobe Maternity & Nursing Home,"Opp Chetna Nagar,Marathwada",Unknown,Government,9387431759
Chopda Medicare & Research Centre Pvt.Ltd,"Patil Lane - 1,Nashik, Maharashtra",Limited Seats,Municipal,9854095171
Chopda Medicare & Research Centre Pvt Ltd,Patil Lane No 1 Canada Corner Nashik 422005,Limited Seats,Municipal,9167026061
Chord Road Hospital Pvt Ltd,100 Bima Jyoti Lic Colony2Nd Stage West Of Chord Road,Unknown,Government,9202592434
Choudhari Hospital,"Shikharakhana Road, Near Lic Office",Unknown,Government,9634889851
Choudhary Ent Maternity & General Health Care Centre,"Near State Bank Of India Katra-Khazana,",Unknown,Government,9994885896
Chougala Hospital,"Shanti Nagar,Hallyal Road,Athani,",Unknown,Government,9157389379
Christian Hospital,"Vaigai Dam Road, Periyakulam,Perivakulam- 625 601",Unknown,Government,9808385627
Christian Medical College & Hospital,"Brown Road,",Unknown,Government,9079821359
Christian Mission Hospital,Pandalam,Unknown,Government,9625908099
Christos Hospital,"Xxiv/228,Kayamlukam,Kpac Junction",Unknown,Government,9692553101
Christudas Orthopaedic Speciality Hospital,"#9.Duraiswamy Ngr. I.A.F. Road, Tamilnadu Chennai 59","Few Left, Book Now",Private,9101663417
Ciigma Institute & Medical Sciences Pvt Ltd,"#8,Raghuveer Nagar,Jalna Road,Opp Sfs High School",Unknown,Government,9692768676
Cims Hospital Private Limited,Nr Shukan Mall Off Science City Road Sola Shukan Mall,Unknown,Government,9274632438
Citi Hospital,"25/91,West Of Chord Road, 20Th Main, 2Nd Block, Rajajinagar, Bangalore","Few Left, Book Now",Private,9177099797
Citi Hospital,"No.52/A, Dam Road,Hospet, Bellary-583203",Unknown,Government,9958415732
Citi Hospital,"#115-Zone Ii,Maharana Pratap Nagar,",Unknown,Government,9578101308
City Cancer Centre,"No.33-25-33,Ch.Venkata Krishnaiah Street,Suryaraopet,Krishna,Vijayawada",Unknown,Government,9890987482
City Care Hospital,"Sco No 24 Huda Shopping Complex, Sector 4 Rewari Haryana",Unknown,Government,9105249071
City Central Hospital Pvt Ltd,"# 17, Akkamahadevi Road,Near Chethana Hotel",Unknown,Government,9436288285
City Clinic,"Madhavpur, Hubli",Unknown,Government,9914680874
City Eye Foundation,"17/255,Pavamani Road,",Unknown,Government,9080338179
City Heart Hospital ( Unit Of Rajgarh Polyclinic & Nursing Home ),"Rajgarh Road, Gawahati, Kamrup, Assam",Unknown,Government,9671987611
City Hospital,"1533/21, Chunnipura, Saini School Road, Rohtak, Haryana, Opp. Saini Girls High School.",Unknown,Government,9768184391
City Hospital,"#45,Model Colony,Sri Ganganagar",Unknown,Government,9656659912
City Hospital,Super Complex Ranipur More Haridwaruk,Unknown,Government,9614997075
City Hospital,"R.M.R. Road, Durgigudi,Shimoga-577201.",Unknown,Government,9590299571
City Hospital,"#87,Rkv Road,Near Chennai Silks","Few Left, Book Now",Private,9262422811
City Hospital,"106, G/8A, Palai Main Road (W)Millerpuram Corner,",Unknown,Government,9230240305
City Hospital,"1708 E, 8Th Lane, Rajarampuri",Unknown,Government,9892538774
City Hospital,"Old Employment Chowk,'B'Wing City Pride Building Vip Road",Unknown,Government,9895955142
City Hospital & Diagnostic Centre,"Vidyaranya Mag,Behind Alankar Theatreudupi",Unknown,Government,9960715895
City Hospital & Maternity Home,"Sector-16, Faridabad,Haryana-121002","Few Left, Book Now",Private,9267631299
City Hospital & Research Centre,"A.T. Road, Near Timkonia Dukmari, Timsukia, Assam-786125",Unknown,Government,9731510748
City Hospital & Research Centre,"Jail Road, Bohadapur, Gwalior, Madhya Pradesh.",Unknown,Government,9667536934
City Hospital Pavalam Trauma Centre,4/361 Gandhiji Nagar Trichy Road,Unknown,Government,9349107327
City Hospital Pvt Ltd,"Post Box #3525,M.G Road Ernakulam",Unknown,Government,9464000715
City Hospital Research & Diagnostic Centre,"Pound Garden,Kadri,Dakshina Kannada,",Unknown,Government,9476524755
City Hospital& Trauma Centre,"C-1, Cinder Dump Complex.Opp Krishna Cinema Hall",Unknown,Government,9229312512
City Medical Centre,"Badila Guthu Complex1St Main, M.C.C.B Block",Unknown,Government,9289174540
Citycare Hospital & Research Centre Pvt Ltd,"Near Nasardi Bridge,Nasik Poona Road,Dwarka",Unknown,Government,9489372151
Clear Vision Eye Centre,"1-A, Ashoka, 15 Sv Road, St.Theresa'S Convent Schoolsantacruz(W)",Unknown,Government,9421412922
Clear Vision Eye Hospital,"3-6-272, Nvk Towers, Opp Telugu Academy Himayathnagar, Hyderabad-500029Quarters Road, Hyderabad.","Few Left, Book Now",Private,9890993097
Clinic Nallam,"86,Eswaran Koil Street",Unknown,Government,9429221676
Cloudnine (A Venture Of Kids Clinic Pvt Ltd,"#1533,9Th Main, Jayanagar 3Rd Block",Unknown,Government,9378584827
Cloudnine (Kids Clinic India Pvt. Ltd.),"115, Kodi Halli, Old Airport Road, Bangalore-560017","Few Left, Book Now",Private,9305689479
Cnr Nursing Home,"4/6,Gandhi Road,Proddatur",Unknown,Government,9971906080
Coastal Cardiac And Maternity Centre,Danavaipeta Park Beside Hdfc Bank East Godavari,Unknown,Government,9481603239
Coastal Care Hospital,"8Th, Line, Old Club Road, Gunturivarithota, Kothapet, Guntur-522001, Opp Bus Stand, Old Club Road",Unknown,Government,9036548682
Cochin Hospital,Mg Road,Unknown,Government,9122296183
Coimbatore Bone And Joint Foundation Pvt Ltd,"#1091-Mettupalayam Road,North Coimbatore Bus Stop,R.S.Puram",Available,Government,9338998738
Coimbatore Kidney Centre,"738-B, Puliakulam Road, Coimbatore, Tamilnadu",Available,Government,9365099366
Colaco Hospital,"Lower Bendore Main Road,Dakshina Kannada,",Unknown,Government,9456465588
Columbia Asia Hospital,"Ib,193,Sector. 3, Salt Lake, Kolkata-700091",Available,Government,9280211646
Columbia Asia Hospital,"85-86,Bangalore Mysore Ring Road, Junction, Bannimantap A Layout, Siddiqui Nagar","Few Left, Book Now",Private,9164813034
Columbia Asia Hospital Palamvihar,"Block F, Near Gol Chakkar, Sector 23 , Palam Vihar, Gurgaon-122017","Few Left, Book Now",Private,9908033592
Columbia Asia Hospital Pvt Ltd,"Kirloskar Business Park, Bellary Road, Hebbal, Bangalore-560024","Few Left, Book Now",Private,9832588559
Columbia Asia Hospital Pvt Ltd-Patiala,"#22, Bhupindra Road, Patiala-147001",Unknown,Government,9654367518
Columbia Asia Hospital Pvt.Ltd-Ghaziabad,"Nh-24, Hapur Road, Opp.Bhameta Village Near Land Craft Golf Links, Ghaziabad, Uttar Praesh","Few Left, Book Now",Private,9697163153
Columbia Asia Referral Hospital,"#26/1, 80Feet Dr.Rajkumar Road,Malleshwaran West, Bangalore-560055","Few Left, Book Now",Private,9404863951
Columbia Hospital And Research Centre-Nagpur,"Dr. N.B. Khare Marg, Dhantoli, Nagpur, Maharashtra",Limited Seats,Municipal,9299090478
Combined Medical Institute (P) Ltd,"54, Harawar Road Dehradun-248001",Available,Government,9545267054
Comtrust Eye Hospital,"Mini Bye Pass Road, Puthiyara (Post), Calicut-673004, Kerala State",Unknown,Government,9922769359
Convenient Hospital Ltd,"Ab Road, Near Lig Tringnee, Indorenear L.I.G. Square,",Available,Government,9084501965
Cosmo Medicals Pvt Ltd,"#8,Phase Viii Sector-62,",Unknown,Government,9435383209
Cosmo Multispeciality Hospital,"#64,1St Cross,Kalidasa Circle,Srinagar",Unknown,Government,9427457595
Cosmopolitan Hospitals (P) Ltd,"Maurinanjapalam,Pattom",Unknown,Government,9963179176
Cradle Calicut Maternity Care Pvt Ltd,"Nh-17, By Pass Road Airport By Pass Road",Unknown,Government,9530708740
Crescent Hospitals,"37/1,Sivaganga Road,Opp To Aavin Milk Project",Unknown,Government,9173620485
Crescent India Medical Education Trust'S Inamdar Hospital,"Survey, No:- 15, Fatimanagar, Pune","Few Left, Book Now",Private,9555587281
Crescent Nursing Home & Iccu,"Near Lokmat Square, Dhantoli,1St Lane,1St Lane, Nagpur-440012.",Limited Seats,Municipal,9800943267
Criticare Hospital For Children,"Citycentre,Opp Sindhi Colony,Jail Road",Unknown,Government,9583872311
Criticare Superspeciality Hospital,"Between Hotel Royal Challenge & Cadbury Co.Ltd, E.E. Highway, Thane West.","Few Left, Book Now",Private,9729945919
Crystal Eye Centre,"101, Crystal Residency Dockyard Road, Mazagaon",Unknown,Government,9914009018
Csi Hospital,No.21.Hospital Roadkanchipuram,Unknown,Government,9694621074
Csi-Church Of South India Hospital,"Post Beg No #4, Hazarat Kambal Posh Roadposh Road,",Unknown,Government,9210142453
Csr Nursing Home,"# 272, 7Th Street Extension,Gandhipuram, Coimbatore-641012",Available,Government,9929734607
Cumballa Hill Hospital,"93-95, August Kranti Marg",Unknown,Government,9981130448
Cure Emergency Hospital,"11-2-91/A, Balajinagar, N.S.T Road, Khammam, Andhrapradesh-507001Balajinagar",Unknown,Government,9868131667
Cure Hospitals,"Plot # 3,Ganesh Nagar Colony,Opp Smt Sarojini Pulla Reddy House,Hasmathpet Road,Bowenpallh",Unknown,Government,9134274424
Cure Well Hospital,"1/53-Sfs,Mansarower",Unknown,Government,9198750545
Cure Well Hospital,"15-1-46, Srinivasa Colony Opp Mgm Hospital",Unknown,Government,9639970064
Cure-Well Nursing Home,Town Hall Road,Unknown,Government,9821780870
Curewell Hospital Pvt. Ltd.,"19/1-C,New Palasia, Indore",Available,Government,9525101168
Curie City Cancer Centre,"Padavalarevu,Gunadala,Krishna",Unknown,Government,9370081656
Curie Manavata Cancer Centre,"Mumbai Naka,Opp Mahamarg Bus Stand","Few Left, Book Now",Private,9757971034
Cuttack Nursing Home,"Markamal Patna,Mangalabag,",Limited Seats,Municipal,9190876937
Cygnus Maharaja Arrarsain Hospital,"Opp Devi Mandir, Panipat ,Haryana",Unknown,Government,9063301266
D D Eye Institute,#631 Dadabari Main Road Near Cad Circle,Unknown,Government,9334212755
D'Souza Hospital,"Ramedi Dhowali Vasai, Thane-401201","Few Left, Book Now",Private,9246102722
D'Souza Nursing Home,"Opp. Min Gate Ranital Gardens,Nahannahan",Unknown,Government,9737248292
D.G. Hospital (Devambika Nursing Home),"274 / 275, Mkp Road, Padmanabhanagar, Puttalingaiah Road, Bangalore-560070","Few Left, Book Now",Private,9121663732
D.N. Hospital,"Khanna Road, Krishanpura, Panipat, Haryana",Unknown,Government,9625572953
D.S.K. Hospital,"# 19, Kadirnagar, Kangeyam Road, Tirupur.",Unknown,Government,9708578968
D.S.Kothari Hospital,"Kamala Kutir, Kastirba Chowk,C.P.Tank",Unknown,Government,9288437675
Dada Laser Eye Institute,"Chaudhari Plaza 1St Floor# 185, M.G. Road,Campchaudhari Plaza, Pune-411001.","Few Left, Book Now",Private,9586471070
Daddenavar Hospital & Research Centre,Ward # 10 & Rural Police Stationnear Rural Police Station,Unknown,Government,9598121937
Dafodil Nursing Home(P),"# 276 Canal Street,",Unknown,Government,9839282743
Dahiya Hospital,"Near Iti Chowk, Old Dc Road, Sonepat, Haryana",Unknown,Government,9548257855
Dake Hospital,"1St Floor, Suwellar Complex, Uran Karanja Road",Unknown,Government,9374130448
Daksh Hospital,"#397,Gandhi Nagar,Sch,No 8,Alwar(Rajashtan-301001)",Unknown,Government,9553054895
Dakshata Hospital Pvt Ltd,"3375,Subalakshmi Building,College Road",Unknown,Government,9821971105
Dange Hospital,"M.G. Road, Near Adichundhangiri School, Hassan-573201",Unknown,Government,9680631090
Darekar Hospital,"Perne Phata,Poona Nagar Road,Tal Haveli",Unknown,Government,9018208476
Darshan Eye Care Clinic (Savjiani Medico (P) Ltd),"2Nd Floor, Parishram Plaza,Mangla Main Roadmangla Main Road, Rajkot.",Limited Seats,Municipal,9912863964
Darshan Surgical Centre Llp,"Block T-80, New No-24 5Th Main Road",Unknown,Government,9352382752
Dashputra Hospital,"358, Anandnager, Opp, Sankkara Police Station Nagpur-440009",Limited Seats,Municipal,9107616371
Datar Nursing Home,"33/34, Morumal Mansion, Opp Bachani Nagar,Off Daftary Road, Malad East.",Unknown,Government,9282909584
Datt Maternity & Surgical Home,"23, Jawahar Nagar 1Stfloor,S.V. Road",Unknown,Government,9542317131
Datta Prasad Orthopaedic Nursing Home,"D.No#14-8-38.Netajinagar, 2Nd Lane,Ponnur.",Unknown,Government,9114213553
Dattatreya Nursing Home,"Opp Bhandhutva Chs, Datta Mandir Road,Near Vakola Bridge,Santacruz East",Unknown,Government,9481944958
Davangere Heart Hospital (Unit Of Suraj Hospital Pvt Ltd),"3639,M.C.Colony 9Th Main",Unknown,Government,9339915059
Dave Orthopaedic Hospital,"Opp S.T. Bus Station,",Unknown,Government,9369345778
Dawar Eye Hospital,"Meera Chowk,Jawahar Nagar,Sri Gnga Nagar",Unknown,Government,9630268547
Daya Hospital,"A-4/16,Paschim Vihar,New Delhi","Few Left, Book Now",Private,9937252043
Dayanand Medical College Hospital,"Civil Lines, Tagore Nagar, Ludhiana-141001",Unknown,Government,9685424858
Dayanand Nursing Home,"47/L-4, Jawahar Quarters Begum Bridge Road",Unknown,Government,9755240250
Dbr & Sk Super Speciality Hospital,"No.18-1-505,Mosque Road,Opp.V.V.Mahal Theatre,Chitoor,",Unknown,Government,9185716201
Ddmm Heart Instituti,"Mission Road,Nadiad",Unknown,Government,9509611693
Debipur Netralaya Pvt Ltd,"Near Kristi Cinema Hall,Memari, Burdwan",Unknown,Government,9247023669
Deccan Hospital,"Opp Ksrtc Depot, Ashwini Extension, Chintamani, Chikballapura-563125",Unknown,Government,9435266970
Deccan Medical Centre Pvt Ltd,"Goods Shed Road, Near Railway Station",Unknown,Government,9115238912
Deeksha Hospital,#387/347 Bb Road Nehrunagar Yelahanka Old Town Next To Post Office,Unknown,Government,9785032509
Deendayal Memorial Hospital,"# 926, .C. Road, Shivajinagar, Adjucent To Tukaram Pauka Chowk.",Unknown,Government,9162401333
Deep Hospital,Opp Punjabi University,Unknown,Government,9785619540
Deep Hospital,"Hig-33, Shivajinagar",Unknown,Government,9085293676
Deep Hospital & Research Centre,"Khatipura Road,Satya Nagar Mode Jhotwara,",Unknown,Government,9645568538
Deep Intensive And Critical Care,"B/4, Maharani Shool, Near Sursagar, Raopura",Unknown,Government,9429671838
Deep Medical Center,"Site No 1, Sector - 16A Mkt Road,Faridabad","Few Left, Book Now",Private,9084640629
Deep Nursing Home,College Road,Unknown,Government,9190991363
Deep Nursing Home,Collage Road Barnala-148101,Unknown,Government,9370447080
Deep Nursing Home,"Kalyan Road, Ashok Nagar, Bhiwandi, Thane.","Few Left, Book Now",Private,9491777078
Deep Nursing Home & Children Hospital,"481-R,Model Town",Unknown,Government,9425009394
Deepa Hospital,"# 27,Old Madra Road K.R. Puram Ext Bangalore","Few Left, Book Now",Private,9249652294
Deepa Hospital (Tsunami Project Only),"Karuvatta Post, Haripad, Alappuzha",Unknown,Government,9482890950
Deepa Kannan Hospital,"# 33,Muthunagar,Karur",Unknown,Government,9400547109
Deepa Nursing Home,"Chikmanglur, Karnataka",Unknown,Government,9265886819
Deepa Nursing Home,"Kunnummal,Kanhangad",Unknown,Government,9411324778
Deepak Hospital,"259, 33Rd Cross, Kanakapura Main Road, 7Th Block, Jayanagar-560082",Unknown,Government,9022222527
Deepak Hospital,"Holy Complex,Near Sai Petrol Pump,Opp White House Hotel,Mira Bhayandar Mira Road East,Thane","Few Left, Book Now",Private,9927755304
Deepak Memorial & Medical Research Centre,"5, Institutional Area, Vikas Marg Ex Ii,Vikas Marg Ex 11,",Unknown,Government,9522451647
Deepak Nursing Home,"Plot No 84, (Dc)Saheed Nagar,",Unknown,Government,9625063763
Deepam Eye Hospital,"#72,Medavakkam,Tank Road,Kilpauk",Unknown,Government,9685119674
Deepam Hospital,"#327, Muthurangam Road,Tambaram(West),Kanchipuram,West Tambaram",Unknown,Government,9242842135
Deepam Hospital,"687, Trichy Road.",Unknown,Government,9125860057
Deepam Hospital,"#128,Ayya Gounder Street,Opp Police Station",Unknown,Government,9396238777
Deepam Hospital Ltd,"30, Ayyasamy Street,",Unknown,Government,9350826768
Deepam Hospital Ltd,"107-A, Gst Road, Chennai","Few Left, Book Now",Private,9659808514
Deepam Hosptial (Tsunami Project Only),"Kayamkulam, Kanaalloor North,Pattoli Market Post.",Unknown,Government,9631526288
Deepan Hospital,"Khasra 139-140, Najafgarh Raod, Kapashera.",Unknown,Government,9411262662
Deepashri Hospital (A Unit Of Cadms Trust),#86. 2Nd Main 16Th Cross Malagala Nagarabhavi 2Nd Stage Bangalore560072,"Few Left, Book Now",Private,9632482194
Deepika Eye Care Hospital,"1564/4D,Chengalpet Road",Unknown,Government,9992593729
Deepjyoti Hospital Pvt Ltd,"Crown Complex,Sharanpur Road, Opp Rajiv Gandhi Bhavan",Unknown,Government,9241133715
Deepshikha Orthopaedic Hospital,"P-Square, 1-C-19 (Sfs) Talwandi",Unknown,Government,9758116249
Deepthi Hospital,"31-A,Mohanur Road",Unknown,Government,9256726198
Deepthi Nursing Home,"Sbi Railway Road, Brindavanam, Psr",Unknown,Government,9027080727
Delhi Heart And Lung Institute,#3Mm Ii Panchkuian Road New Road-110055New Delhi,"Few Left, Book Now",Private,9269911050
Delhi Hospital & Maternity Home,"# 1151, Urban Estate, Jind,Haryana-126102",Unknown,Government,9518454768
Delhi Hospital & Nursing Home,"Rohtak Road,Bahadur Garh.",Unknown,Government,9776164382
Delhi Hospital & Temple Nursing Home,"#1, Ansari Road, Darya Ganj,New Delhi-110002.","Few Left, Book Now",Private,9303377523
Delhi Nursing Home,Bibiwala Road,Unknown,Government,9727764949
Deodhar Eye Hospital,"#39/25, Erandawane, Karve Rd,",Unknown,Government,9057794671
Deokate Hospital,Indapur Road,Unknown,Government,9219776178
Deoki Hospital,"Ahibaranpur,Sitapur Road,",Unknown,Government,9897121226
Deshmukh Hospital,"#17, Dr.Hedgewar Marg,Station Road,",Unknown,Government,9211637727
Deshpande Hospital,"Anandi Bazar, Patwardhan Chowk,Anandi Bazar",Unknown,Government,9359734353
Deshpande Hospital,"Parekh B Towers, Biaroba Nala, Fatimanagar",Unknown,Government,9949363809
Desun Hospital & Heart Institute,"Em By Pass,Kasba Gol Park",Unknown,Government,9636838589
Dev Eye Hospital,"#405,Pratham Mangal Complex,Opp Vasna Telephone Exchange,Vasna",Unknown,Government,9449849223
Dev Hospital Dev Seva Trust,"Kesariyaji Bus Stop, Vasna Jivraj Mehta Hosp. Road,Vasna Ahmedabad-380007","Few Left, Book Now",Private,9264596090
Dev Nandini Hospital,"Garh Road,Hapur",Unknown,Government,9521168700
Dev Nursing Home,"Shilpa Appartment, Ist Floor, Shankar Ghanekar Marg, Off Gokhale Road S), Dadar W-400028Shankar Ghanekar Marg,",Unknown,Government,9558506701
Deva Matha Hospital,"Koothattukulam, Ernakulam Distkerala",Unknown,Government,9989033136
Devadhar Nursing Home,"S.No. 901, Near Tapovan Mandir,Pimpri.",Unknown,Government,9034281726
Devadoss Multispeciality Hospital,"#75/1,Alagarkovil Main Roadsurveyor Colony,",Unknown,Government,9949297541
Devaki Cancer Institute,"#26,Theni Main Road,Arasaradi,Near Bypass Road",Unknown,Government,9283734674
Devaki Hospital,"No.6/1,Kamban Mani Mandapam Road,Karaikudi,",Unknown,Government,9814099854
Devam Orthopaedic Hospital,"215-216, Sarvopari Mall, Near Bhuyangdev Cross Road, Sola Road, Ghatlodia, Ahmedabad- 380061, Gujarat","Few Left, Book Now",Private,9877309891
Devamatha Hospital,# 365/15 Old Nh Near Post Offic Located Near To Christian Pilgrim Centre St.Mary'S Forane Church Koratty,Unknown,Government,9560014064
Devasya Kidney And Multispeciality Hospital,"3, Panchal Nagar Society, Opp Mehasana Society, Nava Vadaj Road,Vadaj",Unknown,Government,9229583414
Devi Laxmi Hospital,"B-19/5,Ring Road,Tagore Nagar",Unknown,Government,9198143937
Devi Nursing Home,"Nilambur, Malappuram Dt.,Kerala-679329",Unknown,Government,9526723807
Devi Priya Hospital,"12/54, A2G, T.B. Road,Usilampattiusilampatti, Madurai-625532.",Unknown,Government,9316033852
Devi Priya Life Care Hospital,"58-1-433/2,Main Road,Santhinagar,Nad Post",Unknown,Government,9280388839
Devi Super Speciality Eye Hospital Private Limited,"#434, 18Th Main, 80 Feet Road, 6Th Block Bus Depot. Block,Koramangala. Bangalore-560095","Few Left, Book Now",Private,9056463767
Devishiv Hospital,"B-328-B, Sector B, Mahanagar",Unknown,Government,9496240439
Devpushp Hospital,"Devpushp Complex,Tulsidham Cross Road,Manjalpur",Unknown,Government,9336675421
Devyane Hospital,"Kalakuan, Manumarg, Infront Of Bsnl Colony.",Unknown,Government,9196768501
Dewang Nursing Home (P) Ltd,"Bhaveshwar Market, 2Nd Floor,M.G. Road, Ghatkopar (E).",Unknown,Government,9816543111
Dewas Hospital And Research Centre,"231,A.B. Road,Dewas",Unknown,Government,9617703526
Dey'S Hospital,"491, Kazi Khera, Lal Bangla, Kanpur, Uttar Pradesh-208007, Near Poonam Talkies",Limited Seats,Municipal,9756808608
Dhama Clinic & Medical Centre,"C-46, Sector-34, Noida","Few Left, Book Now",Private,9487505655
Dhamdhere Hospital,"Sanaswadi Poona Nagar Road,Talshirur",Unknown,Government,9700780405
Dhami Eye Care Hospital,# 82-B Kitchlu Nagar Ludhiana - 141001,Unknown,Government,9951193452
Dhanshree Hospital,"Gp-66, G Block, Midc,Chinchwad, Pune-411019.","Few Left, Book Now",Private,9493718422
Dhanush Hospital,Mahaveer Road Bagalkot,Unknown,Government,9429583793
Dhanush Hospital,"Behind Municipal Park,N.R.Extension,Chintamani,",Unknown,Government,9134477526
Dhanush Hospital,"#63, Byraveshwara Nagar 2Nd Main, Nagarbhavi Main Raod, Bangalore-560072","Few Left, Book Now",Private,9749736189
Dhanvantari Fracture Orthopaedic & Arthroscopy Cntre,"# 1717,B 7Th Lane, Rajaranpuri, 7Th Lane, Maharashtra",Unknown,Government,9391107894
Dhanvantari Hospital,"2Nd Floor,Nivedanam Complex,Soma Talaw Cross Road,Dabhoi Ring Road",Unknown,Government,9814358692
Dhanvantari Hospital (P) Ltd.,"Thakkar Palza, Kulgaon (E), Badlapur, Thane - 421503Badlapur, Thane - 421 503.","Few Left, Book Now",Private,9405239666
Dhanvantri Children'S Hospital & Nicu,2Nd Floor Mohan Heritage Building Opp Tmc Office Panchpakhadi,Unknown,Government,9355286333
Dhanvantri Hospital & Research Centre,"67/56-Manasarower,Heerapath",Unknown,Government,9346796143
